pid,label,friend_tagg_count,comment_count,like_count,post_type,fid,created_time,message,share_count
189155207824587_1481226631950765,1,0,0,48,share,189155207824587,2017-04-20T13:00:00+0000,"Hi-Res耳機家族新成員！2017好評新上市✨
Pioneer【SE-CH5BL】Hi-Res 平衡端子入耳式耳機
完美支援 👉「頂級Hi-Res音樂播放器XDP-300R」
全新研發驅動器 ，讓強勁低音與明亮高音，盡情掌握 😍

🎵「連結平衡端子輸出的音樂播放器」帶來更寬廣的音域享受！
🎵「AirFlow Control Port」提升中低頻範圍的清晰度 ，維持音調平衡
🎵「獨特噴嘴指向設計」讓聲音更清晰地直接傳到耳中
🎵「2層金屬噴嘴」創造更強勁有力的重低音
🎵「耳掛式線材」能配合各種耳型，方便配戴、減少噪音 
🎵「分離接地」改善整體聲場，呈現更好的左/右聲道分離表現！

㊙ XDP-300R現在還有限時優惠唷👉http://goo.gl/Wtv59A

#PioneerLIfe #玩響潮流
#SE_CH5BL #Hi_Res耳機家族新成員 #平衡端子 #入耳式耳機 
#2017好評新發售",2
537090766308350_1708671645816917,0,1,1,247,video_direct_response,537090766308350,2017-04-28T12:00:00+0000,"【伊萊克斯 x 江振誠】私心料理
不加一滴水完全保留蔬菜的養分，享受百分百翠綠。
 
【乾式烹調 海藻奶油蘆筍】
青脆的蘆筍，用伊萊克斯Sous Vide機，一鍵真空處理，馬告瞬間入味，獨特的「無水川燙」，全程真空烹調，保留食材的新鮮和營養！
goo.gl/SdCafM

#江振誠 #私心料理 #伊萊克斯
 
星級名廚江振誠料理必備→goo.gl/K8VVMK",47
145649977189_10154396281362190,1,8098,2954,10630,photo,145649977189,2017-04-25T04:01:00+0000,"【大家來找茶  番外篇 #數學來找茶】
2X+Y=6 Y-X=3 數學好難沒關係
看的出來X和Y就好!(疑~提示太明顯

👀5/1 前留言搶答：圖片中哪裡怪怪DER? 👀 
留言＋公開分享
「＠____＠____＠____7-11極致好茶賞 番外篇數學來找茶，答案是____________」

就有機會抽7-11商品卡1000元(共1名)
(5月底公布7-11官網)
提示： 有專心看文案的就知道
極致好茶賞優惠中: https://goo.gl/yzVv4i

＃有好眼力還要記得tag好友
＃買到的朋友請喊右!
＃所以奶茶
＃純粹喝
＃7ELEVEN極致好茶賞 
＃小編出題等你來挑戰 
＃大家來找茶點燃你的找碴魂",2328
258085240900524_1465888526786850,0,0,0,700,video_inline,258085240900524,2017-03-26T12:10:00+0000,【#1定很暖心】謝謝熱心的民眾還有警察先生的幫忙，看到這麼溫暖的訊息，心也跟著暖起來了！😊,0
159761263417_10155034346873418,1,1842,672,585,video_inline,159761263417,2017-03-22T10:00:00+0000,"【#粉絲限定】Lamigo球票大贈送!!!  👏

即日起~3/28，分享這支影片+Tag 3位好友，就送Lamigo球票2張，快Tag朋友跟小編一起到現場幫Lamigo加油吧!!!  📣

【活動說明】
活動時間: 3/22(三) 18:00-3/28(二) 23:59
活動內容: 分享這支影片+Tag 3位好友，就送2張4/2 Lamigo內野區球票!

#好東西就是要跟粉絲分享
#事不宜遲先Tag朋友再說
#數量有限送完為止

 ⛔注意事項  ⛔
1.留言時間需在2017/3/22 18:00~2017/3/28 23:59，其它時間視為無效，一人限領一次(兩張)，座位隨機不能指定。
2. 活動截止日為2017/3/28 23:59，獎品若提前送完，活動會提前結束，且會於官方粉絲團公告。
3. 獎品會統一於3/29寄出，得獎者需私訊小編""收件者/寄送地址/聯絡方式""，活動單位寄出前會以簡訊通知，在通知領獎過程中，如因非可歸責於協辦單位之事由造成延遲、錯遞、遺失者，協辦單位概不負責。獎品於領取後，如遺失者恕不補發。
4. P&G寶僑家品保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或事前通知，但會公布於活動網站。
5.服務專線：0800-20-40-60，週一至週五9:00~12:00, 13:30~17:30",651
333338480975_10154538352745976,0,0,1,585,photo,333338480975,2017-05-28T04:30:00+0000,"◤【百變山岳】優選作品分享◢
巍峨的山巔稀稀落落的灑下棉絮般的白雲
逐漸消融的餘雪下鋪著是廣袤的草地，
無論天氣變化，大地依舊堅韌而壯麗
青山仍然翠綠而鮮明

【拍攝幕後故事】
合歡山一年四季都有每個季節的美，尤其是下雪過後，積雪融化還剩餘一些殘雪時的景象更是美麗。

感謝粉絲 <黃榮群> 精彩照片
EOS 5D Mark II + EF 16-35mm f/2.8L II USM
光圈 F10 ，感光度 ISO 100 ，快門 1/10 秒

#CanonTaiwan #優選作品 #百變山岳 #山谷 #雲霧 #山景 #合歡山 #殘雪 #valley #mountain",1
131580750222123_1385209908192528,0,0,4,7,photo,131580750222123,2017-04-30T11:31:29+0000,"大狼，屬於自己的格調！

照片來源：SB300大野狼騎士團

#SYM #三陽機車 #motor #SB300CR #94帥 #檔車魂不滅 #屬於自己的格調",5
233718966815657_682273698626846,1,686,312,319,photo,233718966815657,2017-04-06T13:00:00+0000,"#PhilipsBeauty愛美召集
天氣已經開始轉熱！短袖、迷你裙大家都準備好了嗎？穿上這些行頭以前，最需要的就是把手、腳、腋下的毛髮除的一乾二淨才會美美的呀！現在就用 #飛利浦頂級款美膚美體除毛刀BRE650 來解決你的毛毛手毛毛腳吧～😇😇😇
✔專利除毛系統
✔乾濕兩用 / 無線使用
✔輕鬆維持長期效果
現在只要按讚『加入PhilipsBeauty粉絲專頁』+公開分享+留言+TAG 2位姊妹［PhilipsBeauty，@____、@____我就是要當無毛美人！］我們將挑出1位幸運兒送你《 CLIO不斷電持色眉彩膏》喔🎁
(活動留言時間只到2017/4/8 23:59，Philips Beauty保有活動變更權利)",320
758362110876541_1468611809851564,0,0,0,4,album,758362110876541,2017-06-27T07:00:00+0000,"正確的口腔保健方法就要從小做起！😬✨
日本獅王從西元1913年販售了第一款兒童牙膏，並舉辦了第一回口腔衛生演講，從此之後更致力於全國兒童的口腔保健宣導。🤗
這幾天LION醬到了高雄的日僑小學，要告訴大家怎麼樣正確刷牙，才能擁有一口漂亮的牙齒喔！🤓👍

#口腔保健宣導 #孩子的第一堂口腔保健教育課 #口腔保健從小做起 #後天美齒養成計畫",0
151713051567596_1492948900777331,1,78,51,192,video_inline,151713051567596,2017-04-27T04:30:44+0000,"【好奇媽咪們快來喔！momo直播開始了】

媽咪快快快🏃，快到momo購物網粉絲團看直播
momo購物網粉絲團>>https://www.facebook.com/momofans/?fref=ts
別忘了要在直播貼文下方留言，參加🎁抽獎喔！
還有🔸獨家限時限量momo會員獨享的超低優惠🔸，千萬別錯過囉!",0
312562738827552_1288040184613131,0,0,10,1074,photo,312562738827552,2017-03-15T08:00:00+0000,"「優雅，來自妳獨特的見解。」

酒紅色小牛皮錶帶與櫻花粉紅金錶框，
吸睛的配色與古典的數字設計，
每一個小細節，都代表著專注追求完美的妳。

全新光動能電波女錶《CB1104-05A》：
http://lady.citizenwatch.com.tw/lineup.html#radio",57
144908898861624_1450979094921258,0,0,0,10,multi_share,144908898861624,2017-03-06T08:55:44+0000,"就算天氣忽冷忽熱，也絕不會打亂小編愛漂亮的腳步!!😘

化眼妝時加強眼尾的>字，讓妳的眼睛看起來水汪汪無辜惹人愛，增添春天桃花運💖

✏️蘋果誌：用眼影棒打底的眼妝會更持久～眼影盒的顏色超粉嫩超可愛！！完全回到我愛LUNASOL的全盛狀態～

#用LUNASOL彩妝打造清透微裸妝
#水光灩采眼影棒好上色可以打底又能一支獨秀",1
1158410500878601_1224223167630667,1,177,204,28419,photo,1158410500878601,2016-09-30T04:00:00+0000,"【熱炒打鐵 三人成虎，到店試飲！】

下班後，吃熱炒要去哪家？
虎牌啤酒特搜120家熱炒名店，現選現揪，保證無雷！
虎膽大放送，只要你在店家打卡並tag 2位現場好友，即可試飲Tiger虎牌啤酒！

全台限量4,000瓶，即刻開約！
※120家熱炒名店>> https://goo.gl/mhgqzF
※啤酒試飲數量倒數>> https://goo.gl/GJD6mT
------------------------------------------

【活動步驟說明】
●Step1: 到虎牌啤酒熱炒地圖中，任一家熱炒店
●Step2: Tag兩位朋友並打卡
●Step3: 即可試飲虎牌啤酒",3220
263705449348_10155701035799349,1,6,6,58,share,263705449348,2017-06-27T06:31:32+0000,"【❤愛上Pizza Hut＿超狂優惠！讓你爽得嫑嫑的❤】

江湖在走，時尚態度要有，優惠順便帶走！
看出圖中密碼在哪了嗎？快揪親朋好友同學夥伴一起找！

輸入密碼，結帳即享優惠＞＞ https://goo.gl/LaujAF
「任選一大比薩＋烤雞(3翅3腿)只要279元！」
「任選一大比薩＋烤雞(3翅3腿)只要279元！」
「任選一大比薩＋烤雞(3翅3腿)只要279元！」
很　重　要　要　說　三　次 !!!

#愛上pizzahut  #愛我就猜透我 #跪求雞翅證件夾",11
166459533383697_1652331084796527,1,0,2,40,photo,166459533383697,2017-03-15T09:00:00+0000,"寵❤️粉絲的中華FREE Data總是為你精打細算～💰
新春水噹噹～中華電信行動會員獨享【美麗999購物網】全站免流量費，結帳再送理膚寶水試用包😋 👌！
👉只要你是中華行動服務會員，使用行動裝置逛美麗999，就享三重優好康：
好康1. 逛藥妝專業量販網站【美麗999】，全站免流量費！
好康2. 美麗999購物網結帳送［理膚寶水-臉部溫泉舒緩液］試用包！（請於備註說明您是中華行動會員）
好康3.趕快到好康專區參加【FREE Data解任務】，看影片就抽agnes.b名牌包、理膚寶水溫泉噴霧！
手刀前往 ▶ http://bit.ly/2nlwXHn",2
116597425020412_1603988952947911,1,0,5,557,photo,116597425020412,2017-03-15T10:24:28+0000,"#全新一季 #極致防水裝備 #同步全球上市
最強防水OutDRY與OMNI-TECH裝備現貨抵台
梅雨季？Columbia極致防水讓你「沒！有！雨！季！」
即日起至3/30止消費2017春夏 OutDRY與OMNI-TECH新品不限金額 #結帳再折100元！
 
*活動限消費新品:S17 OutDRY與OMNI-TECH系列，不適用於Outlet
*需掃QRcode並按讚粉絲團方可享該筆結帳金額現折100元
*詳細優惠內容及注意事項依各通路門市公告為準
*此優惠不與其它優惠併用",12
1664672000429433_1941532799410017,0,0,0,134,album,1664672000429433,2017-03-22T03:30:00+0000,"還沒體驗過 #星巴克冷萃咖啡 嗎?
邀請你到星巴克台北時代門市POP-IN STORE體驗
時間淬鍊 風味細緻的冷萃咖啡

關於星巴克冷萃咖啡介紹: http://bit.ly/2npxuc0
更多POP-IN STORE體驗: http://bit.ly/2msFj24",2
333109469102_10154586639939103,1,4,8,383,photo,333109469102,2017-05-18T10:00:00+0000,"/ 黃靴抱抱 TIMBERLAND給你靠! /
粗曠黃靴，搭配柔軟質地，男朋友算什麼? 黃靴抱枕配我剛剛好!
 
5/19(五)起至5/21(日)，全台Timberland專賣店、百貨專櫃和官方線上商城，卡友消費滿NT$6,800即贈限量黃靴抱枕。
- Club Timberland卡友獨享 (金卡 / 綠卡 / 好友卡 ) 
- 各店數量有限，送完為止
- 單筆滿額即贈，不限每名卡友贈送數量
- 暢貨中心恕不配合本活動

立即購買➡ https://goo.gl/3J5ywE
了解更多➡ https://goo.gl/vO6UbN

#黃靴抱抱 #TIMBERLAND給你靠",8
132853350120519_1454757061263468,0,1,4,104,video_share_youtube,132853350120519,2017-04-08T23:00:00+0000,"【2017決戰天堂路－正賽將於 7:40 開始！】

80支大專組、20支一般體驗組，齊聚會師天堂路
鎖定《決戰天堂路》賽事直播，見證王者與傳說的誕生
全力拚搏，爭取前進布魯克林的光榮！

直播連結(賽後可看VOD)>>http://youtu.be/Tnizbzm0S7E

決戰天堂路賽事資訊：http://bit.ly/2leO9AA
重點鞋款：https://goo.gl/lTnA3x

#NewBalance #決戰天堂路 #AlwaysInBeta",8
451205008263145_1630453460338288,1,0,0,0,video_inline,451205008263145,2017-06-01T09:00:00+0000,"【ALL NEW CR-V 超越你對移動的想像 】
新一代 CR-V 將全面搭載 1.5L VTEC Turbo 渦輪增壓引擎，運用 Honda 引以為傲的技術 Earth Dreams Technology，以同級車最大馬力 193 PS 與最佳油耗 14.6 km / L 頂尖表現，迎接 SUV 的全新未來

----------預約試乘好禮----------
搶先開跑！預約試乘送 Honda 皮革編織鑰匙圈
即日起，邀您一同體驗 ALL NEW CR-V 全新 Turbo 動力
現在至各據點參加試乘體驗，即贈送 Honda 皮革編織鑰匙圈！
預約去>>> https://goo.gl/9owqXY

-----------週週抽好禮-----------
ALL NEW CR-V 週週搶先曝光，留言抽限量 CR-V 典藏保溫杯
想獲得CR-V 專屬好禮嗎? 在下方留言並tag好友，就有機會獲得！

活動時間：2017/6/1(四) - 2017/6/7(三) 23:59止
活動獎項：Honda CR-V 典藏保溫杯，共2名 
活動方式：
步驟1.按讚此則貼文
步驟2.於貼文下方留言並TAG一名好友：「我最想和@好友 一起體驗 CR-V 全新Turbo 動力！超越你我對移動的想像！」
步驟3.送出留言，完成活動

活動得獎名單將於6/8(四)於此貼文回覆通知，請中獎人於約定時間內回覆得獎資訊，逾時恕無法兌獎。
注意事項：
※若因不可抗力之技術原因，粉絲無法被通知中獎及回覆中獎資料，視同放棄抽獎資格。
※主辦單位就本次活動內容有審核、取消、修改、決定及變更之權利。

#CRV #Honda #Turbo #GoBeyond #預約試乘 #週週抽好禮",0
144966305545387_1441339109241427,0,1,2,88,photo,144966305545387,2017-04-15T03:00:00+0000,"回暖就是要吃冰啊～
SKIN超薄陪你度過每個甜甜瞬間❤️️

➡️ 全站免運送到家：swat.ch/2pgdF7RTW

#Swatch #SKIN #YOURMOVE #時尚律動 #Swatchskin",3
1684586355152400_1952271698383863,1,2,4,27,photo,1684586355152400,2017-05-15T04:13:30+0000,"｜✿Ms. Pumps「美」夢成真 💝 築夢開跑抽好禮 ｜

愛美又充滿活力的Ms. Pumps回來了~
各位小資女快站出來，一起美麗築夢 !
只要參加活動留言分享自己的夢想
就有機會獲得Ms. Pumps精選好禮組合🎁

為了積極面對生活中的各種挑戰，朝夢想邁進
當然要讓美麗更簡單，輕鬆「美」夢成真✨",0
166459533383697_1739142156115419,1,0,4,106,share,166459533383697,2017-05-25T09:00:00+0000,"【Hami 驚奇無限啟航啦~】

冒險第四站！
週末超低『限時優惠』一定要搶到！😤

前100名成功申辦者就送「神鬼奇航5」電影票一張
申辦還可抽電影贈品耶‼️ Hami書城電子書、報、雜誌無限閱讀
多元新知識 充電的好幫手!!🙌🙌 快跟著亨利搶先變身潮流新知！🌠
 加入Hami書城閱讀行列 📖📖📖

想成為神鬼奇航的夥伴嗎?快啟航>>https://goo.gl/flJjGK",5
100489613340306_1336246046431317,1,18,246,10036,photo,100489613340306,2017-05-19T09:00:02+0000,"你沒看錯，用S Pen也可以畫出油畫感啊～#GalaxyTabS3 全新升級高感壓 S Pen能書能畫，不僅拿來作筆記豪好用，點選單字還能翻譯呢➨ http://spr.ly/61808iPl8

內建多種畫筆包含水彩、油彩、毛筆等筆觸，你喜歡哪種呢？現在留言【你喜歡的筆觸】並說明原因，就有機會抽電影票(2名)
#各平本事

 — Products shown: Galaxy Tab S3 4G LTE and Galaxy Tab S3 Wi-Fi.",140
269986596535_10154321109971536,0,0,3,331,share,269986596535,2017-04-21T05:15:00+0000,新的時間限定景點？❄ 但也為氣候變遷感到憂心 😫,10
154657374691449_779794098844437,1,0,0,19,video_share_youtube,154657374691449,2017-05-12T04:34:06+0000,"【火山力】
你知道嗎？火山爆發是指火山從地面下經由通道，將氣體、碎屑或岩漿噴出地表的過程。而這個火山爆發的過程，產生的力量之大，絕對不亞於核彈！💥💥💥

經過法國火山岩層所淬鍊出的富維克礦泉水，富含礦物質，喝起來不僅順口，且能補充身體需要的鉀鈉鎂，讓你不論是日常生活還是重要運動，都能以充滿火山力的極佳表現面對挑戰，衝破阻礙💪

你也是充滿 #火山力 的能量人嗎？快來秀出你的火山力贏得GoPro！ 
➡活動詳細資訊：https://goo.gl/OzyXlK
 (5/14前於以上這連結tag 兩位朋友並留言，還可以抽Volvic行動電源喔~只剩最後兩天！)",1
350438191643697_1409720632382109,0,3,10,443,photo,350438191643697,2017-03-23T03:38:12+0000,"【LINE 貼圖小舖】新上架✨

<(台灣限定)史迪奇動的不要不要的篇。>

只有台灣才有!!超可愛的史迪奇獨家限定篇

👉http://line.me/S/sticker/8228

<不死兔的兔兔台語小教室>
一起跟著噗滋噗妮學台語哩工吼恩吼～
👉 http://line.me/S/sticker/8229

<古人動起來之男古人血淚史!!> 
窩的老天鵝啊～男古人這次崩壞無極限！
👉 http://line.me/S/sticker/8230

<KETAKUMA全螢幕貼圖>
煩爆你的整個螢幕 (編輯掛保證)
👉 http://line.me/S/sticker/8231

<佔據你的螢幕♪ Sumikko Gurashi> 
小夥伴們從房間角落衝出手機螢幕了
👉 http://line.me/S/sticker/8233

<暗殺教室 全螢幕貼圖！> 
登上大銀幕的《暗殺教室》貼圖第3彈登場，還加上全新台詞喔
👉 http://line.me/S/sticker/8232

【LINE 主題小舖】新上架✨
讓你的主題變得更強大的<魔物獵人XX>
還有<Sumikko Gurashi～便當篇～>",11
343229715569_10158287818975570,0,0,0,39,photo,343229715569,2017-03-14T04:30:00+0000,"💟白色情人節，將會擦出什麼火花呢？
千萬別讓乾裂脫皮唇破壞甜蜜時刻
👉用水漾潤唇蜜輕輕一抹
NG唇瞬間變成紅嫩啾咪唇💋

水漾潤唇蜜↘$230
https://goo.gl/scM0c6

 — Products shown: 水漾潤唇蜜(甜心黑醋栗), 水漾潤唇蜜(甜心蜜桃) and 水漾潤唇蜜(甜心草莓).",0
622567637810519_1321109834622959,0,0,12,4886,photo,622567637810519,2017-03-23T03:00:35+0000,"🌟〔輕透記形］輕盈的無感 🌟
享受專屬於自己的輕盈美麗瞬間！

🚩淨透膚
🚩溫柔記形鋼圈
🚩3D 清透棉
🚩超彈力邊布

簡潔無痕的時尚外觀,優雅裸色就像肌膚的一部份
獨創三層空氣夾心,透氣零著感,柔軟透氣零著感
舒適、清爽、性感一次擁有，為妳留住每個美麗 MOMENT！💋
⏩ https://youtu.be/5zkjvY8icE4 ⏪

#輕透 #記形胸罩 #愛情透透氣 #謝欣穎 #LOVE #Wacoal",112
1684586355152400_1924412051169828,1,207,171,303,video_direct_response,1684586355152400,2017-03-31T12:00:00+0000,"｜✿見證美粧史上最強對決🎊日本玩美膚值PK！｜

#保養派 寶兒 v.s #清潔派 洪詩
妳支持哪一派？

👉立刻至活動網站投下妳支持的一票
就有機會獲得  #台灣加賀屋溫泉飯店套票、#Bioré精選商品組…等豐富好禮喔！>>https://goo.gl/0z9qfD

【留言@好友】「一起來參加！投票抽玩美之旅喔！」",148
333109469102_10154412574624103,1,11,334,480,share,333109469102,2017-03-16T10:51:53+0000,"🔥狂賀！TIMBERLAND榮獲YAHOO超級金店獎 🔥

剛剛歷經熱騰騰的頒獎典禮，為了延續歡欣鼓舞的氣氛，粉絲團同慶大加碼！現在起至3/17(五) 23:59止，凡公開分享本貼文，並留下留言：「狂賀TIMBERLAND！我想許願收到________ (+超級商城商品連結)」你的願望就有可能成真!! 預計於3/20(一)下班前抽出一位幸運留言者，許願商品直接送給你 (遇商品缺貨則以等值商品替代)！

TIMBERLAND YAHOO超級商城➡ https://goo.gl/ApLt1z

注意事項 / 
1. 留言活動截止至3/17(五) 23:59止
2. 活動截止後，將於同篇貼文留言處公布得獎者
3. 獲獎者需於3/24(五)前提供收件人資訊至粉絲團私訊，逾期不候
4. 活動獎項無法更換為其他商品或折換現金
5. 台灣威富品牌有限公司保有活動內容及獎項修改之權利",199
1684586355152400_1914946255449741,1,864,652,697,photo,1684586355152400,2017-03-13T12:00:00+0000,"｜✿ 小心！別讓浪漫愛情片 變 強檔驚悚片｜

白色情人節約會前夕
別讓眼周的五十道陰影
束縛你們的愛 (((ﾟДﾟ;)))

💫想要約會時亮眼迷人、迷倒另一半，擊退眼周暗沉與乾燥細紋，就交給 #Bioré深潤水凝凍晚安眼膜 https://goo.gl/ZKC4mh

💫水凝凍質地，整晚服服貼貼
完整鎖住潤澤因子，持續不間斷為眼周注入保濕精華，隔天醒來眼周明顯彈亮緊緻！
 
【留言分享】「白色情人節快樂！讓妳亮眼迷人的秘密武器就是Bioré深潤水凝凍晚安眼膜」
抽3名送出眼膜乙份喔！
► ◄得獎公布：2017/3/20(一)",566
143932432305117_1471083609589986,0,0,1,7,photo,143932432305117,2017-03-20T09:00:00+0000,"【春分。春舞冰戀曲】
春花垂露出嬌嫩的露滴，伴隨入口微微冰涼的清新氣息，舌尖愉悅的綻放出春舞冰戀曲 🎼",1
108254199198010_1398607800162637,0,0,0,81,album,108254199198010,2017-04-16T06:06:45+0000,"美好的週日下午，一起來台南南方公園喝下午茶吧❤️現場還可以試用網路上超夯的新活恆白15合1CC霜！一起來玩嘛～

#雅芳探索美麗咖啡館
#雅芳新活25週年
#探索美麗極限
#雅芳新活恆白CC霜",3
168423776607421_1247602292022892,1,0,3,156,share,168423776607421,2017-04-11T04:00:00+0000,"【我的天！老闆又要我分析數據了！】
分析素人再也不用害怕！擁有Watson Analytics一鍵分析、精準洞察！想變分析大師？快上IBM Marketplace免費試用抽咖啡機！",27
445727812160253_1393262930740065,1,3,21,17275,photo,445727812160253,2017-03-06T03:00:02+0000,"韓劇『孤單又燦爛的神－鬼怪』裡，
鬼怪和地獄使者所住的巴洛克豪宅正是首爾的雲峴宮洋館，
快帶上你的Visa卡出發到首爾尋找鬼怪的蹤跡吧！
憑Visa卡到首爾購物還享多樣優惠 http://vi.sa/KrTW",39
728207190548689_1242144209154982,0,0,4,270,photo,728207190548689,2017-03-11T03:00:10+0000,"上個月的情人節，你有收到別人的心意嗎？如果你很珍惜，推薦你在3/14的白色情人節，送他/她一份精巧又不失隆重的回禮。
意大利頂級巧克力，代表你濃郁的熱情，雅緻的金色包裝，象徵你重視對方的心意，還有甚麼比金莎更適合白色情人節呢？",7
353812734713953_1360671774028039,1,638,572,1943,album,353812734713953,2017-06-23T07:47:24+0000,"小編才剛吃完品客～看到 七先生與艾小姐的分享
嘴饞止不住居然又想吃啦😂品客限定國旗罐旅遊帶著走，想吃就吃真的超合適👍

☑小編考考你🕵於6/30 23:59前Tag(好友)留言回答
七先生與艾小姐最近是去了哪裡看繡球花呢？
獲得「國旗罐一罐＋品客毛巾一條」共十名唷～

#七先生與艾小姐文章裡有答案顆顆",0
233718966815657_701450953375787,0,0,0,23,share,233718966815657,2017-05-13T16:37:07+0000,"大家到日本都會選擇購入知名的熱敷眼罩，但長期下來也是一筆不小的開銷，現在小資當道的社會，當然要推薦大家更經濟實惠的 #飛利浦眼部舒壓儀BSC301與MS3020 ，充飽電一次可使用Refresh冰鎮模式23次/Relax溫熱模式28次/Detox肌活SPA模式13次，相當於2盒熱敷眼罩，長期使用下來絕對超值又划算呀！
心動了吧～點開Dr.PHILIPS專欄看 #BSC301 更多詳細的介紹吧！

#BSC301
#MS3020
#眼部舒壓的小法寶",1
327434517420177_781479015349056,0,0,0,15,album,327434517420177,2017-04-14T04:00:00+0000,"你不能不知的各國花季正在綻放著～！實在好美喔～
春暖花開的四月，趁著週末相揪朋友、帶家人去賞花吧！
🌸日本東京　櫻花 ／花語：生命/等你回來
🌺韓國濟州島　油菜花/ 花語：加油
🌸荷蘭利瑟　鬱金香 / 花語：愛的告白
🌺南非北開普　雛菊 /花語：深藏在心裡的愛

#Crocodile鱷魚愛賞花 #喜歡請按大愛心
#美到不要不要的",0
338609223165_10155135853663166,1,0,1,318,photo,338609223165,2017-03-22T13:00:00+0000,"【 VOLVO 與您的影中時刻 － 專屬車用小物 】
上傳照片活動得獎名單公佈！
讚數最高得獎者是 ➨ Jacky Tseng
小編特選得獎者是➨ Chi-wei Chan

本次精美小禮為 Life Paint ✨
是 VOLVO 與來自瑞典的知名反光噴漆公司 ALBEDO100 共同研發可以噴在任何載具上，於日光下完全隱形、當夜晚被車輛頭燈照射下，產生的亮白色反光無毒塗料，讓人們在夜間從事戶外活動更加安全。
➡了解更多 Life Paint：https://goo.gl/9acIY8

恭喜得獎者！請記得在 2017/3/29 (星期三) 晚上12:00 之前，將收件人基本資料私訊本粉絲專頁。 (若逾期則以棄權計，另以讚數次高得獎者遞補)
■得獎者如若未於指定時間內提供基本資料或未提供及提供不實個人基本資料，視同放棄得獎權利並自負其責，恕不補發獎項。■基本資料包括 : Facebook ID、收件者、寄件地址、連絡電話，(ex. David Chou.、周小明、台北市忠孝東路一段一號一樓、0912345678) ■本活動辦法、獎項、訊息以公佈於 Volvo Car Taiwan 粉絲頁的資料為準，活動贈品以實物為準，如遇不可抗拒之因素，VOLVO 將保留更換其他等值獎項之權利。 ■ 參賽照片日後會統整成為粉絲團相簿之素材 ■ 照片獲選未來有素材需求時會另行聯絡得獎者提供檔案 ■ 如上傳有人像之照片視同放棄肖像權 ■ 參加者應確認擁有作品著作權，不得使用侵權之疑的圖像或複製他人作品。■ 國際富豪汽車保留修改本活動之權利。
#Volvo #VolvoTW #VolvoMoment",4
128532197277812_990968211034202,0,0,1,12,share,128532197277812,2017-04-06T09:30:00+0000,"【寵物當家】

喵星人鑽外套太萌了阿~~
爸爸一打外套拉開，茶茶就馬上鑽進去，還找了個最好的位置，
雖然茶茶曾經是流浪貓，但看見他在外套裡睡覺的幸福模樣，
真是謝謝有這麼棒的爸爸願意收養他 <3

#TOSHIBA #寵物當家 #喵星人 #浪浪 #領養不棄養

http://www.ettoday.net/news/20161130/820765.htm?ercamp=sorted_hot_news",0
182373771797518_1472543046113911,1,20,32,5630,share,182373771797518,2017-03-20T16:00:00+0000,"【1+1只要599  開啟美味新關係】
👂FRIDAYS私心推薦雙料輕鬆點，鮮嫩的星期五香烤半雞搭配摩卡咖啡冰淇淋派最超值，🍗🍰份量滿點的主餐+甜點才599！快揪朋友這週就成團，拜託一定要吃到🙏🙏🙏
🍔還有好多超值組合👉https://goo.gl/sKBrnv
📞現在就用手機訂位👉http://www.tgifridays.com.tw/store.php
#TGIFridaysTW  
#雙料輕鬆點 
#任選2道只要599 
#美味新關係   
#CP值不只爆表簡直要炸天了啊",59
101615286547831_1623139717728706,1,0,0,0,animated_image_share,101615286547831,2017-06-02T12:00:00+0000,"萌翻天的全新小麥麥體驗營7月份場次開放報名！
慶祝新角色小小得來速員登場，加碼抽『麥當勞薯條萬用包』，薯條迷別錯過囉！",0
324273577645211_1563879647017925,1,181,198,846,photo,324273577645211,2017-05-02T00:00:00+0000,"【獻上我的苺好心意】

你有多久沒對媽媽表達心意了呢？
今年用 #苺果卡士達蛋撻，
搭配最肉麻的撒嬌，
讓媽媽綻放幸福粉紅好氣色。
酸酸甜甜的口感，
使媽媽聽再多甜言蜜語也不會膩！

即日起到5/14止，留下對媽媽的甜言蜜語，就有會獲得苺果卡士達雙色蛋撻禮盒！
獻給媽媽的苺好心意>> https://goo.gl/Iv9gOh

※活動辦法
步驟一：於本PO文下方留言TAG媽媽，並寫下對媽媽的甜言蜜語「@媽媽，你是我心目中的［台灣第一美魔女］，請你吃苺果卡士達蛋撻 #再讓我撒嬌一次吧」
步驟二：送出成功後，就有機會獲得KFC苺果卡士達雙色蛋撻禮盒 乙盒
※活動時間：5/2 (二) 12:00 ~5/14 (日) 23:59止
※免費份數：總計30盒
※抽獎辦法：於5/15 (一)抽出30組名額，可獲得「苺好禮盒」，並於KFC粉絲專頁公告中獎名單，請中獎者於5/19~5/21下午15:00-20:00於指定餐廳領取獎品。",79
152341009257_10155407345764258,0,18,15,206,photo,152341009257,2017-05-06T11:00:00+0000,"【端午名粽✨熱烈預購中】
划龍舟、立蛋的時節又快到囉～
端午節94要吃好吃的粽子啦！
多款名店推出的粽子
👉劉家如意粽
👉義美南部粽
清香粽葉，包裹QQ糯米，再加上實在的餡料
快來全家預購吧!!
輕鬆吃到名店粽子喔

🔥Tag「@______全家預購,多款名店粽子熱烈預購中喔!!」

#端午節 #粽子",17
