friend_tagg_count,pid,comment_count,like_count,post_type,fid,created_time,message,share_count,label
1,270750529766166_745661768941704,24,215,photo,270750529766166,2017-05-05T11:30:00+0000,"【分享購車喜悅，GRAND LANCER請你喝星巴克😍】

誰說五月只能想到五月天🎤🎸🥁
買車分享心得小編就派出超人氣星巴克咖啡，
陪你度過小確幸的五月天✌✌✌

即日起至 5月31日止，凡新領牌之GRAND LANCER車主👈
至指定社群網站或論壇發文✍
再轉貼發文網址至本活動貼文✍
就可得到價值「新台幣 200 ～1,000元的星巴克禮卷」喔😲😲😲

牽新車的感動與喜悅，就是要勇敢SHOW出來！
趕快跟朋友分享擁有GRAND LANCER的心得吧😎

🚗參加資格：限定2017年5月底前新領牌之GRAND LANCER車主才可參加，同一車主僅限參加一次，且相關體系內員工不得參加⛔

🚗公告日期：2017年6月2日。

🚗評選方式：三菱小編將依據內容豐富程度 (照片質感、使用心得面向、加分創意橋段)選出100名佳作。

🚗活動獎項：佳作100名可獲得1,000元星巴克禮券；參加獎可獲得200元星巴克禮券。

🚗活動方式：
Step 1. 凡於活動期間至任何公開，且可為三菱官方查證之網路平台(包含FB、IG、Mobile01汽車版、各汽車論壇)發表文章。

Step 2. 發文內容須包含GRAND LANCER入鏡照片，以及50字以上具正面性質之心得。(EX：產品使用心得、購買理由、服務感受等等皆可)

Step 3. 將該篇貼文連結以方式於本貼文下方。

完成上述步驟即可參加抽獎

【注意事項⚠】
1. 中華三菱具有絕對審查之權利，凡參加粉絲經查證任何一項資格不符，得以立即取消其得獎資格，且不得異議。
2. 如遇產品缺貨或不可抗力之事由導致得獎贈品內容變更，主辦單位有權變更得獎贈品，改由等值商品取代之，得獎者不得要求折現或轉換其他商品。
3. 本活動之得獎者可放棄領獎，但皆不可要求退換現金、轉讓或改為其他商品。
4. 參與本活動所提供之個人資料，視為同意三菱粉絲團與專案相關合作為
  抽獎、得獎公告、得獎贈品寄送、所得扣繳及相關行銷活動之用，並同意本活動主辦單位與專案相關合作廠商進行中獎相關聯繫事宜。
5. 主辦單位保留取消終止、修改或暫停本活動之權利，並保有最終釋義權。
  活動若有其他未盡事宜，或有任何保留變更或修改，則依活動網站公告為主，不再另行通知。

#Mitsubishi #中華三菱 #三菱品牌日 #免費喝星巴克咖啡 #GRANDLANCER",27,3
0,333338480975_10154509328705976,0,219,video_inline,333338480975,2017-05-20T04:01:05+0000,"💟💟「520 我愛你」放閃拚創意，逗正抽大獎！💟💟
 愛要大聲說出口﹕「520 我愛你！」❤❤ 相隔兩地的情侶因為距離難以常常訴說衷情；平時也很少跟另一半說我愛你；對於父母也不太會表達愛…，但是愛要及時說出口才行！
現〜在〜，快用最流行的『正方形創意相片』，勇敢將愛傳達給我們所愛的人…🙅 立刻二張『正方形』照片，抽大獎喔！📢

【活動日期】 5/20 起至 6/3 (六) 12:00止。
【活動內容】
只要完成以下步驟，即可獲得中獎資格喔〜✍
(1)    二張『正方形』照片，必須運用創意讓二張照片合併後展現獨特想法
（自己和你所愛的人，不論是夫妻、情侶、父母、小孩、毛孩…都可以唷）
(2) 請於活動區將二張『正方形』相片，並想對他們說的話
(3) 最後本篇活動貼文

【活動獎項】
🔥 人氣獎：照片數最多的第一名
第一名﹕獲得 TS 8070 相片複合機一台 (市價 7,990 元)

📷評選獎：小編將評選出最具創意的照片組合
共兩名，獲得 TS 5070 相片複合機一台 (市價 3,990 元)

🍀 幸運獎：共抽出 10 名，可獲得「威秀電影票 2 張」，一起浪漫看電影！
(不論人氣獎還是幸運獎，均可獲贈免費列印上傳之 2 張正方形照片)
 
💝 印表機促銷活動 💝
凡於 5/20 至 6/30 期間，購買 TS5070、TS8070 相片複合機，申請經審核後即加送威秀電影票 2 張，讓您浪漫看電影！
 ",24,3
16,350438191643697_1486028161418022,32,832,photo,350438191643697,2017-05-23T02:00:00+0000,"【端午限定】官方貼圖買一送一活動開始囉！

㊗活動期間只要購買任一款官方貼圖
即可免費獲得超療癒日系暖心的「貓咪日和來了！」貼圖
前往貼圖小舖>> 

▼活動時間
2017/5/23 09:30~5/31 23:59 (台灣時間)

▼貼圖發送方式
活動貼圖將於6/15 透過「LINE台灣 再LINE一下」官方帳號統一送出，並須於6月22日前完成貼圖下載。

▼活動注意事項
http://lin.ee/5YL4sxg",32,3
22,140574649321224_1545758735469468,22,768,share,140574649321224,2017-06-26T02:00:00+0000,"■UNIQLO SUMMER SALE \ 今日開跑 / 眾多男女童裝最低 33折 起 就是現在！■
快為夏天做準備吧！全家人出遊必備商品都在UNIQLO夏日SALE中！
6/26(一)起，夏日SALE正式開跑！眾多男女童裝最低33折起！超低折扣千萬別錯過",25,3
9,131307770301236_1213674662064536,7,415,share,131307770301236,2017-03-18T03:01:56+0000,"【3/18一日獨享📅開架彩妝77折】
春季彩妝正夯，不快來試試怎麼行！連上週熱銷的Missha編織眼影都補貨、熱門色號通通齊全囉！
小屈今日優惠加碼，眾多開架品牌獨享77折✨購買任一開架氣墊彩妝產品再加贈點數6000點！今日不買更待何時呀～～～",8,3
0,100489613340306_1348820188507236,0,0,video_inline,100489613340306,2017-06-04T09:00:12+0000,"無所不Pay～拿出 #GalaxyS8 冰湖藍出來刷卡瞬間成為目光焦點啊😎
已使用過 #SamsungPay 的粉絲們現在留言【你們最愛在哪邊用Samsung Pay】並標記一名好友，就有機會抽電影票(2名)
帥氣刷卡拿Samsung Pay就對惹➨http://spr.ly/61878YxxD",0,3
0,296096437124051_1387315344668816,2,46,album,296096437124051,2017-04-28T05:00:00+0000,"<美國運通「會員禮遇賞」行動APP>  優惠券─山海樓用餐免費享NT$980荷葉雞腿封一份

山海樓運用台灣原有的風土、物種、飲食的歷史與文化，從中創造出當代的台灣精緻菜餚。
即日起至2017/6/30，憑「會員禮遇賞」App 優惠券並使用台灣美國運通發行之美國運通卡刷卡結帳全額，用餐即享NT$980荷葉雞腿封一份！立即下載享不定期優惠！優惠詳情",1,3
0,177612180793_10154513613435794,3,2427,share,177612180793,2017-04-17T14:00:00+0000,"正因為妳是妳，所以值得被愛❤️對自己感到怡然自得，就是最完美的狀態 :)
ZenBook 3敬自在的妳，讓我們一起愛自己。
🌹春季期間限定：購買ZenBook系列指定機種，就送你『蜷川實花聯名筆電包』！",3,3
0,115361891807579_1479277355416019,2,28,animated_image_share,115361891807579,2017-04-06T03:00:00+0000,"【達美樂網路訂餐送好禮】
你還沒行動嗎？趕快訂購去吧！看看滿額送啥好禮喲~",4,3
2,121431141207349_1815904238426689,24,25,photo,121431141207349,2017-06-15T02:11:54+0000,"🎉🎉🎉 頂好 LINE 官方帳號上線囉 🎉🎉🎉
現在加入頂好 LINE 好友
立馬獲得 ✨ 好康折扣三重送 ✨ 喔
💟 馬上加入拿好康 https://line.me/R/ti/p/%40wellcome
　
👉 好康折扣是哪三重呢？
　 
🎁 第一重　即享 30 元現金購物金
🎁 第二重　滿 300 再送 30 元抵用卷
🎁 第三重　神秘米奇好禮 6/26 揭曉...
(第一重與第二重限量十萬名，快速手刀加好友吧！)
　
👉 除了三重送之外還有什麼福利嗎？
　 
不定期提供好鄰居獨家LINE好友限定優惠
讓你在第一時間收到專屬優惠訊息
任何好康 ⭐ 絕不錯過 ⭐
　
這麼多重好康獻禮，快來跟頂好當朋友吧 ❤
馬上加入拿現金

#頂好 #Wellcome #ㄟ來加個LINE吧",59,3
0,333222276851431_757533301086991,3,137,photo,333222276851431,2017-05-15T03:46:51+0000,"KIA黃金5月優惠大爆發
🎁冠軍休旅特仕版購車最高回饋12萬元
🎁morning「小資專案」22K輕鬆開回家
🎁指定車款最高享有60期0利率
看準優惠、選定好車 找KIA就對了！
更多優惠內容:https://goo.gl/R91fXH",8,3
80,115361891807579_1510794988930922,701,217,photo,115361891807579,2017-05-10T02:30:00+0000,"【母親節！達美樂要送你披薩券哦！】
世上只有媽媽好~愛♥請你要大聲說出來~
媽媽，我愛♥你。I love♥ you mom. 

【活動辦法】
1.在此PO文。才能抽獎哦！
2.在此PO文要給媽媽的話。
3.截止：5/14/23：59止。
4.小編會隨機抽出5名幸運者，可獲得小披薩兌換券1張哦！並於5/17公佈中獎者。",354,3
0,119474188105563_1589586141094353,1,386,share,119474188105563,2017-04-24T07:30:00+0000,"【#小花假期 華航 / 華信最「票」亮！精選航線優惠價】

從前，妳陪我長大；今後，我陪妳看世界！✈

寵愛全年辛苦的媽咪，華航華信精選航線「慰勞價」讓你輕鬆帶媽媽出遊趣！💕

🔎香港 NT$ 3,850 起 ( 未稅 )、首爾 NT$ 6,600 起 ( 未稅 )、曼谷 NT$ 7,000 起 ( 未稅 )、東京 NT$ 8,300 起 ( 未稅 )、布里斯本 NT$ 15,600 起 ( 未稅 )、羅馬 NT$ 25,000 起 ( 未稅 ) 等 20 多條熱門航線優惠中🎉
",4,3
2,143932432305117_1491070994257914,13,447,photo,143932432305117,2017-04-07T00:49:29+0000,"【7-11 LINE好友獨享限時優惠】
📣只有３天！#小美鑽石冰 限時【買一送一】！ 
(106/ 4/7～4/9　#情人果檸檬口味)

感謝剛推出的 小美鑽石冰，已經累積了死忠粉絲囉😘，趕緊把握限時最強優惠！一同與好友家人分享品嚐酸甜交響的炫涼樂趣吧！",15,3
0,135000737254_10154056714372255,0,23,multi_share,135000737254,2017-04-30T05:30:00+0000,"春夏印花Tee #2件398元起🌴
這麼優惠的價格，同款包色都不是問題！
#官網滿千抵百優惠中 #官網購物免運",0,3
0,131307770301236_1276663812432287,2,154,share,131307770301236,2017-05-21T01:00:00+0000,"【健康保健品限定🍀小屈網路商城全面88折】
一日限定超好康
保健食品貴鬆鬆，還是省下來好了？
NO！小屈不准你虧待自己的健康！
今天(5/21)健康保健品全部88折，該補充的維他命、B群通通買來備貨也不心疼唷！

♡貼心提醒有除外條款喔♡",1,3
0,1492820824263801_1874372832775263,0,29,photo,1492820824263801,2017-05-19T12:00:00+0000,"【Tide汰好康！全聯好康促銷ING📣📣】
每到假日堆積如山的髒衣物好煩惱！👕👕
放心交給✨汰漬2倍超濃縮洗衣精✨就萬事搞定！
濃縮配方，小小用量，輕鬆讓頑強汙垢OUT~

即日起至6/1前，全聯限時優惠只要$289！
最優惠的限時折扣，不搶可惜~快來全聯搶購！",0,3
0,143653685699398_1521065954624824,2,57,photo,143653685699398,2017-06-19T13:00:00+0000,"【夏日暢飲】
聽說本周三天氣會變熱，你~準備好了嗎?
6/21-6/30至活動門市購買飲品，可享第二杯半價喔。
 
熱熱的天，就是要一起喝杯冰咖啡，提神又解熱。
 
#活動辦法與門市請見官網公告
#聽說會來到三十幾度不知道是真的嗎
 
官網連結 https://goo.gl/NwgvzV",4,3
0,124203007630468_1546454292071992,5,110,photo,124203007630468,2017-06-23T12:00:00+0000,"【#手機限定 NISSAN好禮回饋日！限量好禮送給你】


答題還有機會獲得NISSAN限量3C置物硬殼包(共10個)喔！

★參加辦法
#本活動限用手機參加 
1.點選連結加入NISSAN LINE官方帳號

★本活動6/30 8:00PM 截止 
得獎名單7/14 4:00PM 公佈於NISSAN官網

#NISSAN #好禮獎不完
#需先加入NISSAN_LINE官方帳號唷",5,3
0,1492820824263801_1842679772611236,0,34,photo,1492820824263801,2017-03-17T04:00:00+0000,"【🔔Tide汰好康！全聯限時特惠$209】
小週末要做什麼好呢？
除了放鬆、吃點好料，還要到全聯搶好康！

汰漬好評再回饋！即日起至4/6，
到全聯買 ✨ 汰漬超濃縮三效洗衣膠囊 ✨ 小包裝(14入)
只要$209！！速速搶購～

▲看更多汰漬 👉 https://www.livingartist.com.tw/tag/Tide",1,3
1028,263705449348_10155470632414349,502,663,share,263705449348,2017-04-25T13:00:06+0000,"📣 📣 快來見證每天現做、精心烘烤的鬆厚餅皮比薩~  👀 

現在不但有得看還能動手玩！快揪你的麻吉、同事、隔壁老王、樓上鄰居、樓下房東……還有那個誰誰誰都一起來~拼出史上最澎派的大比薩吧！
不囉嗦！現在就來拼☛https://goo.gl/eALN7M

不要說小必沒有跟你說~拼出最大比薩就有機會免費去日本✈，還有超美味大比薩免費送你吃唷！💋💋💋

✔ 同場加映：5/15 23:59前 “@____@___快來和我拼出史上最大比薩，再一起去日本玩！” 即有機會獲得免費大比薩券！
✔ 美味等不及就立即訂購去→https://goo.gl/eOh8UE",483,3
1,327434517420177_800047270158897,4,39,photo,327434517420177,2017-05-12T12:00:00+0000,"🌺得獎名單公佈 X母親節""愛""的宣言🌸
看到大家用心寫下對媽媽的告白宣言，小編都覺得好感動～💦💦
這個週末就是母親節囉！不如趁著假日帶媽媽去享受一下、陪伴媽媽話家常，這樣平凡的幸福，或許就是送給媽媽最好的禮物呦～！

>>>>恭喜以下的中獎的朋友們
◤ 本次精美好禮：
・威秀影城電影票2張 / (4名)
許湘凌 、 Landy Chiu 、黃千千 、 凌振洋

・Crocodile質感湖水藍後背包１款 / (1名)
吳瑟雅

請幸運得獎粉絲於【2017/5/19】前私訊提供以下資料，讓小編盡快為您確認獎品和寄送喔！
①活動名稱、得獎獎項
②FB名稱
③真實姓名
④手機
⑤E-mail
⑥地址(含郵遞區號)
-------------------
－以上資料僅用於此活動贈品寄送使用
－若未於 5/19(五) 前回覆上述資料，視同放棄領獎
－如贈品寄出後，因提供地址錯誤導致退回，將不再補寄－活動贈品寄送僅限台澎金馬蘭嶼綠島
原始活動貼文請參見：https://goo.gl/7IlyWm",1,3
2,1108914559139181_1563026247061341,3,82,photo,1108914559139181,2017-05-11T06:00:00+0000,"【5月額外優惠】
666666!!!!優惠再優惠~♥
現在註冊加入會員後再參加小遊戲，可另外再領取優惠券喲!!
活動辦法：1. 用手機                   2. 遊戲後朋友圈即可獲得TWD150優惠券
活動期間：2017.05.11 ~ 2017.5.29

🤗立馬手刀加入會員
💻桌機：https://goo.gl/NMVYWg
📱手機：https://goo.gl/WYdhn4：",3,3
2235,1025203670852550_1460405370665709,1506,1361,photo,1025203670852550,2017-04-21T12:16:15+0000,"❤Merries專屬好康❤答好答滿的妙妙兔搶答時間

相信爸比媽咪們對妙而舒的產品應該都很了解(眨眼)，今天就要來考考大家，最適合成長期寶寶的妙而舒頂級舒爽，哪些特點最適合好動寶寶呢？ 

★妙問妙答的贈獎方法：
【活動時間】即日起至2017/4/28 (六) 23:59止
【活動辦法】
【得獎公布】2017/5/5(五) 18:00公布於妙而舒粉絲團 
【活動獎品】妙妙兔水壺，共抽出5位得獎者

【領獎方式】妙妙兔將會私訊得獎的粉絲，並請收到私訊通知的妙媽咪們，在2017/5/7(日) 23:59前，回覆姓名、電話、地址，妙妙兔收到確認無誤後，將在2017/5/8當週開始依序寄送贈品。
【注意事項】超過2017/5/7(日) 23:59 前未回覆私訊的粉絲，視同放棄得獎資格。

#Merries #妙而舒 #Merries專屬好康",669,3
1651,180080052032125_1521262044580579,583,653,animated_image_share,180080052032125,2017-02-13T00:30:04+0000,"
😘感情越來越好密技！《傳情抽禮卷》⭐️

🎉光泉木瓜牛乳使用""台灣在地木瓜""，香香濃濃的滋味就像情人間的濃情蜜意~~2/14和木瓜牛奶談戀愛！💑給你初戀好滋味！隨瓶附贈”情人節限定吸鐵”～傳遞你心中的肉～麻～話～讓你不再愛在心裡口難開～(ﾉ◕ヮ◕)ﾉ*:･ﾟ✧

【活動方式】將“本活動”~ 2017/2/19 (Sun.) 23:59以前，在”活動貼文”

｛抽｝萊爾富禮券300元x 3名幸運兒～就是你。
❸. 活動任務截止至2017/2/19 (Sun.) 23:59 ❹. 活動中獎公告將於2017/2/22 (三)公佈，中獎者請於名單公布後指定時間內『私訊回覆中獎資料』，逾期回覆中獎資料者視同放棄中獎資格。 ❺. 凡居住在台、澎、金、馬，且擁有中華民國身分證者均可參加。 ❻. 依財政部規定，中獎金額超過NT$1,000元，依法需繳交身分證影本；中獎金額超過NT＄20,001元，依法須繳交10% 機會中獎稅及身分證影本。 ❼. 參加者於參加本活動之同時，及同意接受本活動之所有規範，並且中獎後即同意主辦單位公佈FB ID名稱於粉絲團。 ❽. 參加活動其上傳之照片必須為『原創』，禁止抄襲、複製他人作品，凡涉有侵害他人之著作權、涉及色情、暴力等，主辦單位有權刪除，並取消參加本活動資格，一切法律責任由上傳者自行負責；所有參賽照片均屬於光泉牧場股份有限公司。每個Facebook帳號限中獎一次，重覆得獎者將取消其中獎資格。",567,3
2,127607240588402_1725137930835317,8,339,share,127607240588402,2017-04-29T02:13:42+0000,"【Häagen-Dazs純愛音樂盒  雙球買1送1 活動倒數！】
5/14前參加活動，打造「純愛音樂盒」獻給媽媽，即享雙球買1送1優惠！
不同古典樂曲客製出專屬音樂盒，隨著完美女人蛋糕在音樂盒上悠揚旋轉，
也將最純粹的心意，獻給最愛的媽媽！
活動倒數囉！立即參加，享雙球買1送1",30,3
0,371092546398376_787887808052179,0,10,share,371092546398376,2017-05-24T10:30:27+0000,"🎁把握大獎  小編報報🎤🎤
👉超多獎項等你拿
--------------------------------------------------------------
今天輪到壓軸頭獎介紹啦~~🌸🌸

位在美麗台東的〈換日線Life Villa民宿〉
民宿整體腹地有2675坪，獨棟建築裡有一客廳、一廚房、一餐廳 、二間臥房，最多可以入住到八人，有一望無際的草原跟空間與毛寶貝相處💕

在這裡，你可以選擇自己的度假方式，
來一趟自然之旅，或是與毛寶貝、三五好友開個小派對，
做自己的主人~~

現在只要到全聯購買 #貓倍麗系列 任一產品，就有機會獲得
🎁換日線民宿三天兩夜住宿體驗卷🎁！
--------------------------------------------------------------
活動至5/31截止唷~~~~
再不去買小編要去把貓倍麗搶光了呀",0,3
0,251538521716188_659832990886737,7,314,photo,251538521716188,2017-04-28T13:30:00+0000,"【🛫台灣虎航-聰明旅行計畫🛫】
4月26日得獎公告！
恭喜徐瑞隆獲得〔函館〕免費來回機票乙套！

 📌領獎注意事項：得獎確認信已寄送至您填寫之聯絡信箱，請在收到信後一周回覆得獎資料，如逾期則取消中獎資格！",1,3
6,277838997160_10154477698092161,16,715,photo,277838997160,2017-06-27T04:10:00+0000,"👍👍👍優惠強力放送中!!!
85度C首度推出冰沙全品項的優惠耶~
艷夏冰沙祭來囉~~~😍😍😍
全部冰沙7/1起~7/31止
同品項第二杯只要半價🍧🍧🍧
整個月陪你一起FUN暑假!!!
快點摩拳擦掌，準備衝一夏!!
相揪來85度C喝一杯🥂

#85度C
#艷夏冰沙祭
#第二杯半價
#分享",84,3
0,182373771797518_1501841703184045,1,2,share,182373771797518,2017-04-17T11:30:00+0000,"#雙料輕鬆點 #1加1只要599
一道主餐搭配一道開胃菜/甜點，兩道只要5⃣9⃣9⃣元！
多樣超值組合，可以自由搭配TGI FRIDAYS Taiwan經典菜色
快點揪團來一起享受優惠 😍😋👌

㊙ 優惠時間：週一 ~ 週四全天候供應！
🍝 #雙料輕鬆點優惠",0,3
1,259676855661_10154702120355662,3,75,photo,259676855661,2017-06-16T10:00:00+0000,"夏天到了，就是要吃咖哩啦 \\^o^//
超人氣的摩斯日式咖哩，特別推出買三送一的優惠只要210元喔!
想搶好康的癮迷們，手腳一定要快喔 \\(^o^)//

品嚐美味爽口的摩斯日式咖哩
彷彿炎夏時吹來的涼風
讓身心徹底舒暢~~""",7,3
17,277838997160_10154191904027161,27,2603,photo,277838997160,2017-03-18T02:00:01+0000,"入夏的茶癮就是一顆黃金檸檬所屬惹，
趕快揪伴來買～即日起第二杯半價！
（原價55元/杯，售完為止）
",128,3
0,150260960605_10155830010650606,0,58,photo,150260960605,2017-04-17T03:51:47+0000,"【小黑瓶組合 中獎名單🎉】
恭喜以下幸運粉絲，可以獲得No1.肌因修護組*1
🔷 張維訓 🔷

【LANCÔME 愈活愈年輕 X 陶晶瑩 中獎名單🎉】
恭喜以下幸運粉絲，可以獲得肌因賦活露50ML*1
🔷 Peggy Liu 🔷 
🔷 Shu-Ching Lin 🔷
🔷 Chivas Huang 🔷

【分享幸福 中獎名單🎉】
恭喜以下幸運粉絲，可以獲得幸福特惠組*1
🔷 MeiHsueh ChenPeggy 🔷 
🔷 汪彩蓮 🔷
🔷 賴雪莉 🔷

恭喜以上得獎者！記得私訊小編，請用此則PO文中您得獎的活動標題回覆，並留下您的聯絡資訊以利獎品寄送～ 
【活動注意事項】 
1. 本活動獎項將由快遞寄送，地區僅限台、澎、金、馬地區。海外地區恕無法配送。 
2. 蘭蔻保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需作出解釋或通知。 
3. 若得獎者因自身原因(如：郵寄資料錯誤或不完整)而未能成功收到獎品，主辦單位不會補發通知及所得獎品。 
4. 參加者自願所提供的資料(包括姓名、地址、電話、Email)只為此次活動所用，並非商業用途，資料亦會保密。 
5. 贈品以實物為準，且不得要求折換現金、兌換其他商品或優惠，台灣蘭蔻保留更換等值贈品之權利與調整本活動規則之權利；如遇活動辦法修改，將於本頁面公告不另做通知。",1,3
0,100860886668027_1371534689600634,0,30,photo,100860886668027,2017-06-23T07:24:04+0000,"即日起，台北喜來登推出【雪焰食藝】鹽燒雙人套餐饗宴
取自大自然中的深層海鹽，隨爐火升溫，燃起一場兼具視覺與味覺的雪白盛宴，精選美國特級肋眼牛排及紐西蘭羊排，透過鹽燒方式封存頂級肉品的鮮嫩多汁，完美演繹經典法式風味！
詳情及預約請洽02 2321 1818訂席中",0,2
0,366439094270_10155376081089271,1,437,share,366439094270,2017-03-23T08:42:00+0000,"Lenovo X DataCore 兩大頂尖企業攜手合作👍

全新Lenovo DX8200D，結合DataCore平行運算技術軟體，儲存管理和修復任務的時間預估減少90%、精省儲存支出75%、有效提升企業10倍工作效能！

有了Lenovo，企業儲存更輕鬆簡化！

👉了解更多 >> http://lnv.gy/2mveD2p   
#LenovoServer",1,2
5,223623887656120_1496125077072655,19,625,video_inline,223623887656120,2017-04-01T04:00:00+0000,"#立即搜尋AUKER
#現在購車還有機會去參觀德國Audi原廠
想要Audi成為你的專屬司機嗎？
即日起，Audi推出全新APP “AUKER”
無論是小巧可愛的Audi A1，還是男人的夢想Audi R8
只要預約就有機會成為你的專屬座駕！",11,2
3,286146600001_10158755554475002,6,103,video_inline,286146600001,2017-05-15T04:45:33+0000,"【扭轉】
Xbox One科幻動作遊戲《機甲狂潮》，即將於5月16日推出。
結合高動態機甲戰鬥要素及獨特角色成長系統，在地球生命即將耗盡之時，尋求人類生存的最後之道。
立即預購：http://bit.ly/2qlk0js
#XboxOne #TheSurge #科幻版黑魂",7,2
2,277838997160_10154301440592161,6,390,photo,277838997160,2017-04-20T11:00:00+0000,"五月第二個星期天就是母親節囉😊
有沒有準備好禮物送給親愛的媽媽🎁🎁

三麗鷗官方授權 X 85ºC冠軍師傅研發團隊😍
Hello Kitty 系列蛋糕4/24 全面限量上市

媽媽，母親節快樂🤗🤗🤗
媽媽，謝謝您！😘😘😘

訂購詳情歡迎洽詢全台門市
還有母親節主題款蛋糕熱烈預購中👍

#平價奢華
#SweetenYourLife
#創造甜蜜的幸福滋味
詳細活動內容說明：www.85cafe.com",46,2
2,778841768809878_1696070283753684,21,753,share,778841768809878,2017-05-15T12:00:00+0000,"⚠專業賽車手、越野玩家，請忽略此篇文章
如果你正在找小型都會用車、代步小車、造型帥氣可愛的潮車，那一定要好好認識SUZUKI全新世代戰略小車——ALL NEW IGNIS！

#SUZUKI #WayOfLife #IGNIS",45,2
0,144908898861624_1526691337350033,1,109,album,144908898861624,2017-05-16T05:57:23+0000,"就是今天!

佳麗寶LUNASOL
2017 夏限定彩妝上市！

大自然「砂岩」色澤 迷人健康色當道
沐浴熱情艷陽下的優雅從容

受夠了粉嫩色系的妝容嗎？LUNASOL 2017夏限定彩妝教大家如何甜美中帶點帥氣，優雅不失氣勢！夏天首先最能連想到的就是豔陽，與其討厭流汗的大熱天，不如享受這大自然的活力能源，能夠沐浴在陽光下，比起寒冬的下雨天還要幸福的多了！

晶巧光燦眼盒(燦夏) 限定2款
晶巧柔薰眼線液 限定2色
晶巧燦夏修容餅 限定1款
晶巧水潤唇蜜 限定2色
晶巧亮采美顏膏 限定5色
晶巧指甲油N 限定3色",7,2
0,144966305545387_1441043165937688,1,92,video_inline,144966305545387,2017-04-14T03:29:35+0000,"SKIN 超薄系列超美的，甜美邵雨薇配戴，真是太Match啦 !

#Swatch #SKIN #YOURMOVE",0,2
6,360450250740751_1270097109776056,103,829,photo,360450250740751,2017-04-24T04:07:00+0000,"運動時也要精采出色！
小米手環 2多彩腕帶，全新親膚材質透氣防汗，綠色和黑色，你喜歡哪一色？
👍🏻 經典”黑“大方
❤️ 春天清新“綠” 

＃小米手環2多彩腕帶豐富你的運動生活 🏃🏻 🏃🏻 🏃🏻bit.ly/2otjhuI",11,2
0,150260960605_10155904941940606,0,127,album,150260960605,2017-05-12T10:06:58+0000,"TGIF!快樂的週末模式即將開啟,雙唇也要來場色彩冒險~💄
全新果漾特調氣墊光霧唇露],迷人的光霧色調,無敵顯色,如刺青般持久,七色上市,混搭玩創意,百變風格由你定義!👄

更多精采玩色：http://goo.gl/ihzKoV

#Lancome #matteshaker #bantheboring #光霧唇露",5,2
1,312562738827552_1296589047091578,8,620,photo,312562738827552,2017-04-12T07:13:36+0000,"如果西裝是紳士的盔甲，
那手錶就是紳士的勳章！

小牛皮錶帶與金色錶框的質感搭配，
與三眼錶盤的配置，好品味讓人注目。
全新光動能三眼款《 AT2362-02A 》： https://goo.gl/7Y3MfP",27,2
0,254012657963290_1552982994732910,0,0,multi_share,254012657963290,2017-06-02T09:24:31+0000,"【全新13色 奢華緞面唇釉系列】
雙唇充滿性感噴張的魅力，用紅唇完美詮釋性感搖滾態度。
了解更多: https://goo.gl/CrmU3z
#mylipvibes #ysllip #yslbeautetw",0,2
0,116597425020412_1603988952947911,5,557,photo,116597425020412,2017-03-15T10:24:28+0000,"#全新一季 #極致防水裝備 #同步全球上市
最強防水OutDRY與OMNI-TECH裝備現貨抵台
梅雨季？Columbia極致防水讓你「沒！有！雨！季！」
",12,2
6,270750529766166_748139782027236,44,3361,video_inline,270750529766166,2017-05-09T11:34:51+0000,"【經典車款—真・性・格】
ALL NEW GRAND LANCER的經典不敗工藝
恰如其分的扮演著型格又不失跑格的國產中型房車
那分Sporty以上、Racing未滿的酷勁與格調，讓陽岱鋼也為之動容。",0,2
0,1486286001666256_1666454346982753,0,46,photo,1486286001666256,2017-03-25T04:55:22+0000,"【2017 浪琴表巴塞爾錶展】正式引爆~~

鐘壇盛事 -2017瑞士巴塞爾錶展正式開展囉~~
今年適逢Longines浪琴表185週年紀念，
Longines浪琴表ㄧ口氣推出8款系列新品😱
巔峰創新技術、經典系列續作、新品復刻錶款，
款款新作皆皆精彩出眾、魅力無窮。",1,2
1,1589628787966129_1850858321843173,4,449,photo,1589628787966129,2017-05-12T12:30:03+0000,最搶眼的黑白純色主流，風靡九零年代的經典復刻鞋款 PUMA MOSTRO，成功帶起 2017 首波黑白極簡運動時尚浪潮。,6,2
0,286146600001_10158530257190002,18,142,photo,286146600001,2017-04-02T05:21:31+0000,"【進化】
Xbox One春季更新全面推送中。
更加快速方便，為你而生的操作介面全新登場！",3,2
127,152341009257_10155286551279258,153,6173,photo,152341009257,2017-04-04T11:00:00+0000,"【FamilyMart Collection✨新食感米漿😋】
不同於以往的兩種全新米漿💕
嚴選百分之百台灣在地好食材💯 
夯番薯地瓜🍠＆台灣在地紫米
無添加人工調味、令人安心的美味～
❣地瓜米漿➰喝得到的夯番薯，滿滿飽足感
❣紫米米漿➰養生聖品紫米，營養又健康
哇~~只要一瓶就能喝到滿滿的大、享、受👍
3/29-4/25還有新品嚐鮮價28元噢~",213,2
