friend_tagg_count,pid,comment_count,like_count,post_type,fid,created_time,message,share_count
0,140574649321224_1439631159415560,1,497,album,140574649321224,2017-03-19T03:00:00+0000,"■ 一起來看看所有女孩們都愛不釋手推的裙裝是哪一款？ ■
大人感女孩限定，從女孩到熟女的裙裝打扮！春天終於要來了！UNIQLO特別舉辦了時尚座談會，邀請不同年齡層又喜愛裙裝的女孩來參與。本次座談會中究竟最獲女孩們好評的是哪一件單品？絕對不可錯過今年春夏最盛大的「高腰裙」座談會！http://s.uniqlo.com/2n97fZH 

#UNIQLO #UNIQLOTW #裙裝 #skirts #17SS",7
0,451205008263145_1594318913951743,2,293,photo,451205008263145,2017-05-04T09:30:00+0000,"【行人，最討厭的駕駛行為】你 NG 了嗎?

行車安全，從「換位思考」開始！

駕駛，需適時提醒行人周遭環境
行人，該了解汽車駕駛人容易有死角

大家覺得有哪些行為，是該提醒駕駛人或是行人的呢？

📌汽車
不禮讓行人
猛按喇叭

📌行人
走路低頭滑手機
隨意跨越馬路不走斑馬線

Honda Taiwan ^^

HondaCITY試駕報導：https://goo.gl/wZyavp
圖片來源：https://goo.gl/wZyavp

#Honda #HondaCITY
#行人 #巷弄被按喇叭 
#騎樓像是場迷宮 #過馬路被大車驚嚇",7
0,428068243899019_1432320516807115,6,46,animated_image_share,428068243899019,2017-05-10T05:00:00+0000,"什麼!!?? 男神也愛這一味!!!!!😍😍
【立頓萃香奶綠新上市啦✨✨✨嚐鮮只要22元!!!!!】

還在尋找清涼的夏日飲品嗎？
李清照都說了：「尋尋覓覓，清清涼涼，喝喝奶茶喝喝，乍熱還悶時候，只要22。」以高溫萃取優質綠茶，加入剛剛好的牛奶比例，讓茶香更有感！還不快來嚐鮮一下，22元給你滿滿的齒頰留香～！😬👏👏

#跟隨男神腳步一起嚐鮮一下 
#嚐鮮只要22元
#喝得到茶香的奶茶
#立頓萃香奶綠",6
0,1466462953631531_1922554878022334,7,91,photo,1466462953631531,2017-06-19T03:00:00+0000,"暑假快到啦！
小燕子加碼私心推薦歐美精選航點<3
到美國不僅要去紐約看女神而且還要去洛杉磯追星！
從美東玩到美西➡小燕子成就你的玩美旅行<3
【紐約、洛杉磯、舊金山、夏威夷、芝加哥】
➡經濟艙來回$11,000起(機位有限，先到先得)
https://goo.gl/Xv7Zj5",12
0,131580750222123_1439101326136719,0,0,photo,131580750222123,2017-06-19T04:00:00+0000,"追蹤SYM IG了嗎🔜https://goo.gl/We9xhB

【CRUiSYM週末活動！報你知📣】
假日不該悶在家裡！快一起騎車出遊～
粉絲們快快來報名！

〖益隆咖啡團-蘭陽鯨喜之旅〗
時間：6/25(日)
地點：益隆車業<台北市士林區重慶北路四段244號>
活動資訊>>https://goo.gl/iZKFvT

〖SYM CRUiSYM 300 中區重車試乘會〗
時間：6/25(日)
地點：豐年駕訓班<台中市大里區大智路600號>
活動資訊>>https://goo.gl/VNFuWz",13
0,132853350120519_1474539139285260,0,93,photo,132853350120519,2017-04-23T13:18:27+0000,"下一站，Road to Brooklyn

NYRR紐約布魯克林半馬已邁入第十一年，是全美最大型、參賽人數最多的半馬賽事。對跑者來說，這個賽事代表著能用自己的雙腳感受紐約最真實的脈動。

自決戰天堂路脫穎而出的2支隊伍《疾走大師A》《遠征旅跑》，這12位選手，即將開始下一站的征途，前往布魯克林半馬進行冠軍爭奪戰，享受紐約、半馬、團隊、榮耀！

兩支隊伍前往布魯克林過程中的心路歷程，即將陸續於粉絲頁公開！

Photo Credit：NYRR

#NewBalance #AlwaysInBeta #RoadtoBrooklyn",2
77,728207190548689_1294083763961026,483,669,photo,728207190548689,2017-05-01T03:00:00+0000,"「給我去穿衣服！不然妳準備冷死！」「穿暖一點啦！身體好比愛美更重要！」「穿這麼少？真是愛美不怕流鼻水耶！」
母親的叮嚀分很多種；不論是刀子嘴豆腐心、暖心的碎念，或像姊妹朋友般互虧，對孩子的關心都是一樣的。留言分享一句媽媽最常說的叮嚀，就有機會抽獎，將包覆真摯心意的金莎獻給媽媽！

活動期間：5/1 - 5/10
名額：3位
抽獎結果將於5/11公佈於以下留言處。",275
0,312562738827552_1347288172021665,9,426,photo,312562738827552,2017-05-04T06:00:00+0000,"「玫瑰只是為了點亮妳自信的笑顏。」

 用 48 顆水晶與白蝶貝面板詮釋女人的光彩，
與優雅的香檳金相互輝映，
獻給每一個最美的母親。

CITIZEN 母親節特別推薦
光動能經典優雅女錶《 EO1184-81D 》：https://goo.gl/cmnDI9",24
0,131580750222123_1413933091986876,1,9,photo,131580750222123,2017-05-27T13:02:08+0000,"端午連假第一天！吃完粽子記得多運動啊！

照片來源：SYM SB300大野狼 台灣車友專屬俱樂部

#SYM #三陽機車 #motor #SB300 #野狼",1
0,130927920446709_608817735991056,0,6,photo,130927920446709,2017-03-13T04:38:30+0000,Dilmah帝瑪已經成功地完成了它的承諾，從2011年起的碳足跡分析，如今已取得碳中和，標誌著一個重大的零碳淨發行進入大氣層。,1
1021,183480345033569_1280026632045596,832,1024,photo,183480345033569,2017-04-06T16:00:00+0000,"歡慶凡士林與馬來貘首次跨界合作！各大通路推出滿額$299獨家贈品
【小編獨家公開攻略】讓你一次買齊兩款獨家贈品！
<攻略1>想獲得馬來貘『講什貘手機架』？就到屈臣氏獨家販售！
即日起開始供應, 限量送完為止，大家別忘了把握時間趕快去買～
<攻略2>好想要馬來貘『黑白忙萬用包』？為了怕大家買不到
提供以下通路，快看哪個離家比較近：
康是美、寶雅、家樂福、大潤發、頂好、全聯、Momo線上通路（https://goo.gl/vWUWnq）
即日起開始供應, 限量送完為止。

【小編爭取再加碼】
1.馬上分享此篇貼文，並設定公開
2.在留言處Tag1名好友和他分享攻略
就有機會抽到馬來貘特別組合(內含：馬來貘手機架＋馬來貘萬用包)
限量3名，4/30截止",752
0,131046917110_10154511849697111,0,0,photo,131046917110,2017-06-16T14:00:00+0000,"【黑貓探險隊】
拉拉山水蜜桃
★預購期 : 即日起至6/26

一年一度水蜜桃盛產期來囉!!
每年黑貓探險隊深入拉拉山尋找
每顆水蜜桃果肉甜度破表
多汁又美味
迫不及待想趕快吃一顆拉>////<

★趕快動動手指解饞去：

MOMO
https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=4831610

books
http://www.books.com.tw/products/N011147946",1
1,537090766308350_1707269312623817,2,204,video_direct_response,537090766308350,2017-04-26T12:39:04+0000,"【選對爐具 在廚房也能揮灑創造力】
伊萊克斯感應爐全隱藏背光控制介面，保持爐面純淨。直覺式觸控設計，對料理的想像就從彈指之間無限延伸。

母親節活動優惠實施中💙goo.gl/JBZxAT",26
3,454156911325234_1453732578034324,1,22,multi_share,454156911325234,2017-03-22T15:16:36+0000,引文：台灣西門子總裁暨執行長艾偉（Erdal Elver）今天表示，台灣永續能源未來的3大關鍵為離岸風力發電、 燃氣發電及透過數位化提升能源效率，西門子創新技術可協助台灣落實能源轉型！,2
0,289990318975_10156239679283976,5,325,photo,289990318975,2017-06-18T04:00:00+0000,"【2017 利曼大賽  保時捷全台展示中心現場直播中！】

精彩利曼賽事進入最後 9 小時 ! 
晨光乍現，彷彿提醒著奮戰了15 小時的車手與團隊們，延續榮耀之路正向他們招手 ...
體力與精神的最高考驗，將於此刻全力向世人展示。

快來為保時捷車隊集氣加油 ，有機會獲得原廠限量好禮：https://goo.gl/WZB8sy

6 月 18 日(日) 09:00-21:30
保時捷敬邀您蒞臨全台保時捷展示中心欣賞 2017 利曼大賽實況轉播！
https://goo.gl/mLVrYo

#PorscheLeMans #2017PorscheLeMansTaiwan
#porschetaiwan總代理永業",0
2,286146600001_10158571429840002,13,138,album,286146600001,2017-04-08T06:42:06+0000,"【擋、拆、殺！】
Xbox One專屬《羅馬之子》中文版，金會員好評免費下載中。
贏得榮耀、展現高超戰技、為家人死亡之仇及羅馬榮譽而戰。
免費下載：http://bit.ly/2obDuYq
加入金會員：http://www.xbox.com/zh-TW/Live/gold
#XboxOne #RyseSonofRome #這畫面仍無人匹敵",5
0,210121695693833_1457942337578423,0,53,share,210121695693833,2017-06-19T10:00:26+0000,"愈來愈多申辦「以房養老」的目的「並非缺錢」
而是想過更優質的退休生活…
快來看看以房養老最新趨勢與房產理財的新方法吧！
🏠了解更多以房養老 打造退休樂活人生👉👉https://goo.gl/HNm3pl
💰你家值多少？輸入地址就知道👉👉https://goo.gl/3224ON
#中國信託i適貸 #30萬人選擇的房貸 #房貸節稅 #幫你成家到傳家 
#中信方便家",7
0,1506514762998978_1798999380417180,0,19,animated_image_share,1506514762998978,2017-05-05T04:00:00+0000,"【生活練習：不一樣的兒童節】
今天是日本的兒童節！
每年的這個時候，
在日本都會看到滿天飛舞的鯉魚旗，
不僅是有驅走惡魔的意味，
同時也是希望能夠祈求孩子健健康康長大成人唷~

今年，帶著小朋友一起動手做鯉魚旗，
過看看不一樣的兒童節吧！

#花王 #微笑心生活 #日本兒童節 #鯉魚旗",0
0,224451981016415_1157706141024323,11,1046,album,224451981016415,2017-03-26T11:08:02+0000,"《2017 F1賽車開跑》
#MercedesBenzPopUpTaipei 特別邀請到知名F1主播 龔懷主（羅賓）Robin Kung 與 楊正磊 Aaron Yang 到現場與貴賓一起直播觀戰！

現場除了美酒佳餚、 Bose 耳機抽獎活動，即日起更配合F1賽事的開跑，打造各式精彩的主題活動。

下一場賽事將於4月9日於上海國際賽車場展開，歡迎大家之後和賓士一起關注各場比賽，幫賓士Mercedes-AMG Petronas車隊一起加油！",19
0,245293232158826_1481118301909640,19,50,video_inline,245293232158826,2017-05-16T12:00:00+0000,"追劇追得一把鼻涕一把眼淚的時候，旁邊的卻一直碎念肚子餓？這時候呢！打開LG G6 #多視窗功能，一半續追劇，一半挑外送，感情不會散～眼睛跟肚皮都餵飽飽，幸湖啊～
＃LGG6
＃18比9超大螢幕一人一半感情長長99
＃多個願望一次滿足",3
0,131046917110_10154401217127111,0,29,photo,131046917110,2017-05-07T04:00:00+0000,"【2017台中夏季國際美容化妝品展】
◆活動日期:
2017年05月05日(五)~05月08日(一)
活動時間: AM10:00~PM18:00
活動地點: 大台中國際會展中心

台中地區歷年最大、規模再升級，堪稱中區最精彩、最具指標性的東南亞美妝盛典，包羅萬象的商品。提供貼心方便的宅配寄件服務，並獨家提供優惠運費，您只需放心採買不需要運送的問題喔!

◆現場寄件
常溫優惠價110元(90公分以內)。免費提供9號紙箱，
優惠僅限寄送至台灣本島常溫90公分以內包裹，外島收取原價。
※此宅配優惠限2017台中夏季國際美容展活動使用
盡情逛盡情買!黑貓先生幫您送回家喔~

◆更多現場活動資訊﹕
http://expo.udn.com/TXGBEAUTY",0
0,104811792897467_1583785141666784,0,80,photo,104811792897467,2017-03-13T09:30:00+0000,"簡約別緻的鉚釘跟鞋，時髦穿梭在摩登都市 ♠

春夏新品上市 → https://goo.gl/iyZ8K4
『店鋪地址』 → http://goo.gl/7ErGTC",2
0,622567637810519_1319042004829742,5,226,photo,622567637810519,2017-03-14T02:00:00+0000,"「輕輕的我走了，正如我輕輕的來。……我揮揮衣袖，不帶走一片雲彩。」〈再別康橋〉，徐志摩

離別總是讓人感傷，是不是可以只選擇留住當下的美好呢？

許多女性朋友分享的經驗，每天回家的第一件事，就是立刻奔回房間脫下內衣擺脫「束縛」。與我們最親密的貼身衣物，若真如外表的漂亮美好，怎麼會讓妳迫不急待的想與「它」告別呢？

小編相信只有一種可能，就是妳選擇了不正確的「它」；勉強在一起，當然不會幸福啊……
 
女力當道的年代，美麗可以很簡單！我們可以為自己主張，做自己的主人，選擇無拘無束的自在好生活。讓性感透透氣，享受初春的美好吧！

華歌爾〔輕透記形 BRA］，與妳許願每一天的舒適好生活，一起輕鬆呼吸屬於自己的美好。輕輕的、淡淡的、柔柔的，悄悄的，只留下內在的性感，讓外在不著痕跡……
 
#不著痕跡的美令人著迷
#華歌爾初春詩篇首部曲
#輕透記形BRA
 
圖片來自 tpsdave，https://goo.gl/Gbafsa",68
0,461859377194835_1338056479575116,2,15,video_inline,461859377194835,2017-04-14T09:56:19+0000,"【LUX喚醒髮的耀眼生命力 觀看記者會直播–得獎名單】
恭喜以下五位幸運粉絲中獎，將獲得許瑋甯限量簽名LUX商品！
Miyuki Wang, 江淑萍, Evelyn Msf, 陳甯兒, Jenny Chang

得獎的粉絲，請於2017年4月21日前將以下資料於LUX粉絲頁上以私訊方式給小編，逾時不候喔！ 
1.真實姓名
2.聯絡電話
3.收件地址",0
0,445727812160253_1445831392149885,4,6266,photo,445727812160253,2017-04-19T03:00:01+0000,"米蘭除了時尚，其實還聚集了許多非常美味的米其林餐廳，藏身在巷弄裡，
趕快用Visa卡，趁著暑假規劃一趟義大利米其林餐廳的美食之旅吧！
吃完美食，帶著Visa卡到la Rinascente文藝復興百貨消費還享九折優惠
http://vi.sa/2m4yRjk",1
1,134700029778_10154614795814779,2,463,video_inline,134700029778,2017-04-24T10:04:58+0000,"LEXUS｜千錘百鍊的極致皮革

要如何知道皮革的好壞? 就從「把皮革置於烈火中」開始！

無論是烈火焰烤、日曬雨淋，
經過砂礫搓磨、油漬沾染，
又或者是零食襲擊、高溫蒸烤；

歷久彌堅的品質，幾經淬鍊下的完美皮革。
經過層層考驗，抵擋各式的侵襲，也提供最舒適的駕乘體驗。

LEXUS 皮革，時間淬鍊下的不凡工藝
LEXUS. Experience Amazing!

–更多驚奇–
◽ 化平凡為卓越：https://goo.gl/qmAHF0
◽ 鑑賞級音響：https://goo.gl/Hgi2ck

#LEXUS   #LEXUSTW   #ExperienceAmazing",18
0,795128307199738_1368177729894790,0,42,photo,795128307199738,2017-04-13T10:57:00+0000,"《#豪友注意📢Apple Pay上線啦！》

住房、餐廳、商場中城廣場, 台北萬豪酒店 TM Midtown

簡單方便的支付方式

台北萬豪酒店給您最新的消費體驗😘

Apple Pay checks in #TaipeiMarriottHotel NOW！

Welcome to experience everything with one scan😘

#科技飯店 #就是潮",3
0,1486286001666256_1677775699183951,1,48,video_inline,1486286001666256,2017-04-19T10:49:30+0000,"#Longines365天那時此刻

[旅程18: 屬於 4/19~4/25 的那時此刻]

#彭于晏EddiePeng 自2014年加入LONGINES浪琴表，成為品牌全球優雅代言人。2014年4月23日，彭于晏在法國Chantilly的浪琴表廣告片拍攝現場，首次與浪琴表副總裁暨國際營銷總監Juan-Carlos Capelli會面，展現他迷人魅力又帥氣十足的優雅英姿。

#Longines浪琴表時光列車 
#Longines1832 #Longines185Anniversary #watchwednsday
#浪琴表全球優雅代言人彭于晏 #彭于晏EddiePeng",1
4,132853350120519_1442151829190658,2,73,photo,132853350120519,2017-03-30T13:00:02+0000,"【2017決戰天堂路，比賽篇－示範賽選手訪談】

6支影片，不只是6段故事，而是比數字更多的付出與樂趣
一起面對比賽，為堅持的信念努力，就是最完美的團隊

看示範賽選手們怎麼說：
第一棒>> https://goo.gl/ffnIAT
第二棒>> https://goo.gl/6M8gxw
第三棒>> https://goo.gl/qBuqaM
第四棒>> https://goo.gl/TB9UXw
第五棒>> https://goo.gl/oWpagm
第六棒>> https://goo.gl/5xHx01

#NewBalance #Performance #決戰天堂路 #眾力飆速接力賽 #AlwaysInBeta #MyFutureSelf #冠軍決戰布魯克林",5
0,156711121097246_1028144050620611,6,317,multi_share_no_end_card,156711121097246,2017-04-13T08:19:06+0000,"不同的刷牙方式，往往反映一個人不為人知的個性。 
快來測驗看看~你是哪一種""刷""手呢?  
( 立即點擊連結，開始測驗>> https://goo.gl/YqXgZp ) 

改用高露潔纖柔新世代牙刷，不管你是哪一種刷手，
都讓你護齦不費力、笑容更乾淨！ 
#高露潔 #纖柔新世代 #你是哪種刷手呢",9
0,428068243899019_1183854348320401,13,45,share,428068243899019,2016-09-09T04:00:00+0000,"【#2倍茶香圍禮安】
史上最「香」手遊你玩了嗎? 拍下""臉書成功分享頁面""，抽韋禮安親簽專輯!!
http://goo.gl/558b16
《活動規則》
拍下成功分享頁面，在貼文留言串上傳照片，就有機會獲得韋禮安最新專輯""硬戳""親筆簽名專輯1張！
得獎者：4名
活動時間：9/9-9/12

#喝得到的茶香
#圍得到的禮安
#立頓英式奶茶",4
0,758362110876541_1442256679153744,0,0,multi_share,758362110876541,2017-06-03T05:00:00+0000,"⛈️這幾天氣象局發布了豪雨特報～
下雨的日子最怕衣服曬不乾，還會有股濕濕的霉臭味😰
日本因為生活空間的關係，開發了許多適合在室內晾曬的洗衣精，在台灣也非常適合在梅雨季節或是連日陰雨的時候使用，即使氣候不佳也能穿著清爽舒適的衣物～☘👕
以下幾款就是小編推薦給大家，室內晾曬也能保持衣物清香的洗衣精唷😊☀

#豪雨特報 #梅雨季 #下雨天曬衣服 #曬在房間裡一樣香香的
#日本原裝進口 #潮濕的家庭必備神器",0
0,157941490891336_1442731235745682,7,375,share,157941490891336,2017-03-15T23:00:00+0000,"感謝道德村協會 (Ethisphere Institute) 評審肯定和大家的支持，連續第八年獲選「全球最具商業道德企業」！我們會繼續努力　#GoFurther！
https://goo.gl/eic6qt",38
0,254012657963290_1552954914735718,0,0,multi_share,254012657963290,2017-06-03T09:35:00+0000,"【全新13色 奢華緞面唇釉系列】
後台直擊---時尚超模STAZ最愛
用紅唇代言妳的個性魅力。
不須言語，高調表態。

立即體驗: https://goo.gl/rfJt8J
#mylipvibes #ysllip #yslbeautetw",0
0,140574649321224_1455462507832425,1,351,video_direct_response,140574649321224,2017-04-03T09:00:00+0000,"■UNIQLO BABY推薦■ 動感褲─讓小朋友擁有舒適又自在的玩樂時光！
BABY動感褲是什麼？！
特色1：極致彈性、延展性佳
特色2：腰部鬆緊帶設計，穿脫更容易
特色3：款式多樣，豐富寶貝每日穿搭
家中有嬰幼兒的粉絲們，本季就讓寶貝試試動感褲，盡情玩耍吧～

UNIQLO KIDS繽紛童樂會3/31(五)-4/6(四)熱烈實施中，快立即參加！>> http://s.uniqlo.com/2nLeFk4

#UNIQLO #UNIQLOTW #UNIQLOKIDSDAY #KIDS #BABY",3
4,586458848112855_1395487000543365,6,216,album,586458848112855,2017-06-21T13:00:00+0000,"[#日本] 日本夏祭開始啦! 今次小編會為大家介紹自己非常喜歡的兩個, 就是六本木之丘盂蘭盆舞和麻布十番納涼祭!

盂蘭盆舞鄰近日本的電視台, 此祭有非比尋常的娛樂性, 不但有卡通人物和日本傳統舞蹈表現, 而且有很多外國人參加, 還有浴衣出遊呢!

同期舉行的麻布十番納涼祭就就是吃貨(我!)的福音! 因為在眾多大使館附近, 不但有各國美食攤位, 日本料理也非常給力, 看見照片中蓋滿海膽嘅""烤海膽貝"" 讓小編心也飛了！
日期: 2017年8月26-27日 | 時間: 15：00～21：00 (以祭典最新公佈為準)
交通方式: 
麻布十番納涼祭 - 從東京Metro地鐵、都營地鐵「麻布十番」站直達
六本木之丘盂蘭盆舞 - 從東京Metro南北線麻布十番站步行8分鐘
捷星每天1班直飛東京
臺北-> 東京 當地時間01:40 起飛 06:10 到埗
東京-> 臺北 當地時間 21:40 起飛 00:15(+1) 到埗
http://www.jetstar.com/tw/zh/deals

#深宵放毒 #JetstarTW
(圖片源自網絡, 若有侵權請通知刪除)
See Translation",7
2,164709646910260_1324272660953947,39,562,video_inline,164709646910260,2017-04-28T01:07:16+0000,"HTC Squeeze the Brilliant U 

史無前例 最直覺的手機體驗方式 即將到來 ! 2017.5.16

http://www.htc.com/launch/
#BrilliantU",49
0,283161705067_10158400875695068,6,351,video_inline,283161705067,2017-03-19T00:26:48+0000,2017Ironman70.3轉換區T2(自行車→路跑),5
0,139129362880910_1196973787096457,0,26,video_inline,139129362880910,2017-05-18T08:02:03+0000,根據WTCC賽事規則，比賽時車輛『輕微碰撞』是被允許的，於是在此影片中可以見到，很多時候真的這些賽車會碰在一起....,0
0,267654926582726_1665625270119011,0,239,photo,267654926582726,2017-05-03T11:00:00+0000,"穿上繽紛高性能跑鞋，享受屬於自己的夏季奔跑快感！
櫃點查詢 →https://goo.gl/YSkBru      
#ASICS  #GT2000 #DynaFlyte #fuzeXRush #GEL_KAYANO23  #summerpack",4
0,359854104118589_1072548809515778,0,262,animated_image_share,359854104118589,2017-03-13T04:00:00+0000,"【乾一杯，敬友誼💞】
有一種感情，
即使許久沒見，依舊像多年好友般熟悉且滔滔不絕🙌
我想，這就是最真摯的友誼！

有空見個面，
讓我們一同乾一杯寶礦力水得吧💙
#趕快標記那些許久未見的好朋友
#分享那些年的故事吧",1
0,333338480975_10154416053080976,0,356,photo,333338480975,2017-04-16T04:30:00+0000,"◤【年。味】優選作品分享◢
兩鬢花白的老翁及吊掛的春聯
透出傳統的堅持與延續
屋內燈光仿若聚焦在屬於舊時代的美好記憶
　
【拍攝幕後故事】
老師傅用巧手寫下滿滿的祝福，期望每一個人在新的一年，都能幸福、平安、快樂。
感謝粉絲 <周玟君> 精彩照片
　
使用相機：EOS 70D
使用鏡頭：EF-S 18-200mm f/3.5-5.6 IS
光圈 F5 ，感光度 ISO1250 ，快門 1/20 秒
　
#CanonTaiwan #優選作品 #年味 #春聯 #老師傅 #夜間攝影 #photo #photography",4
0,142816435924517_605694409636715,7,17,photo,142816435924517,2017-05-01T01:45:05+0000,"【星展腦筋動一動】
🎉辛苦的勞工朋友們〜勞動節快樂〜🎉
😉感謝勞工們的付出和貢獻
許多國家都將「 五一勞動節」 訂定為國定假日
但其實還是有些國家例外喔
💡星小編來考考您
下列哪一個亞洲國家今天沒有放假？

A.泰國
B.韓國
C.新加坡
D.馬來西亞

#星展腦筋動一動 #勞動節",1
0,144966305545387_1504635912911746,0,52,photo,144966305545387,2017-06-27T02:00:00+0000,"#SwatchSKIN 簡約時尚風，為盛夏帶來一點冰冰涼涼的視覺感受 💙💍💜 看看部落客 @Saansh 如何酷涼一夏 #YOURMOVE

潔白優雅仙氣逼人 : http://swat.ch/2qUL2heTW

#MySwatch""",1
35,143039229176602_758438524303333,176,2693,share,143039229176602,2017-03-15T09:00:01+0000,"【搭過Hello Kitty機的請舉手！】

超萌的登機證、可愛的枕頭、讓人少女心爆發的餐點…
還記得第一次搭上Hello Kitty彩繪機的興奮心情嗎?
長榮Hello Kitty彩繪機在2005年首度登場，
這12年來也和大朋友、小朋友們創造了許多美好回憶 ღღღ

現在只要到 食尚玩家 活動頁秀出搭乘三麗鷗家族彩繪機的回憶照片，就有機會和朋友家人一起搭上全新彩繪機，再次展開夢幻旅程！

❗活動不是在這兒留言哦！請前往活動專頁上傳照片參加活動。
→活動傳送門：https://goo.gl/XUnT2t

#搭過HelloKitty機的請舉手
#愛小潔的也請舉手 (老師音樂下)
#EVAAir #彩繪機",94
0,1486286001666256_1661655207462667,0,65,album,1486286001666256,2017-03-13T09:16:57+0000,"［在桃園遇見 Longines 優雅粉彩嘉嵐］

Longines 的優雅美學 V.S. 粉彩的絢爛藝術，以手作來親自體驗新嘉嵐系列的完美作工，謝謝各位貴賓的熱情參與，讓我們一起渡過了一個愉快難忘的午後。

#LonginesLaGrandeclassiquedeLongines
#浪琴表新嘉嵐粉彩系列
#手作體驗完美藝術與工藝
#LonginesTaiwan
#桃園永新鐘錶",0
0,419185174791925_1398844573492642,2,13,photo,419185174791925,2017-05-15T05:55:18+0000,最近JVC要上市兩隻新耳機啦，先跟大家提示一下是XX系列的唷，大家猜得到是哪兩隻嗎?期待嗎?喜歡重低音音樂的朋友們，千萬要持續關注JVC的新品!,0
0,265151445181_10158406926820182,0,42,photo,265151445181,2017-03-26T10:02:00+0000,"【台中外埔 #忘憂谷】

煩惱再見！
聞稻香、聽鳥鳴、閉上眼睛做一個美夢，把煩惱憂愁通通丟掉，明天又是新的開始，加油！

圖片合作：@debbyliuu

#旅人視角 #旅遊 #旅行 #Travel #易遊網",1
0,121641016343_10154445516776344,0,60,photo,121641016343,2017-03-23T06:45:02+0000,"【雅頓傾馨鉅獻】中部地區熱鬧登場✨
點名台中的朋友們！就是這周啦～
雅頓母親節檔期已經開跑囉 🎉
各類超值經典優惠組合，要搶！快趁現在 🏃🏻 🏃🏻 🏃🏻 💨
📍 廣三SOGO
📍 台中大遠百Top City
📍 中友百貨
▻ 立馬點開線上DM➜https://goo.gl/BxkiLm
▻ 手機版➜ https://goo.gl/tgSjSN",2
0,1506514762998978_1773736299610155,0,34,video_inline,1506514762998978,2017-03-20T04:00:00+0000,"你知道嗎？
肉眼看不見、深藏在衣服纖維中沒被洗淨的污漬，
會成為異味菌的養分來源，造成異味菌繁殖，
進而產生難聞的悶臭味與異味！

【一匙靈Attack抗菌EX除菌去漬液】全新上市
與洗衣劑一同搭配使用，也可直接塗抹於髒污處，
污漬不需事前刷洗，即能深層去除造成異味的污漬與細菌，
輕鬆解決妳的煩惱，並帶給全家人健康潔淨的舒適感受！

去漬新標準：不僅強力去漬，還能除菌除臭~
快來一起親身體驗！

#全聯販售中 #一匙靈Attack抗菌EX #除菌去漬液 #去漬新標準",3
0,424811310898359_1395070793872401,2,131,photo,424811310898359,2017-03-29T09:11:34+0000,"【台中廣三SOGO 韓國大勢春妝發表開跑】

雪花秀即將為您帶來最新韓流春妝趨勢，4/1 - 4/2 台中廣三SOGO雪花秀專櫃，為您一對一打造澎彈光潤無齡妝，點綴漸層春色唇彩，綻放絕美春色！

<3 名額有限，立即線上預約 >>http://sulwhasoo-news.tw/tester_17makeup.html 

<3 預約禮 (價值$929)：無瑕光感氣墊粉霜#21 5g + 透潤親膚妝前平衡乳#1 4ml + 潤燥精華4ml + 彈力緊顏霜5ml",1
0,123897324016_10154972076829017,0,60,video_inline,123897324016,2017-05-07T13:00:00+0000,"把每個遊戲體驗推向極限！搭載 Intel Core i7處理器的 Alienware 15！

#Corei7 #Alienware15 #IEMSydney #IEM #IntelGaming",2
0,144908898861624_1474972702521897,1,742,album,144908898861624,2017-03-31T07:54:35+0000,"💝美粧部落客 #小草莓 也愛用LUNASOL💝
熱賣10年的淨采眼盒 #01BeigeBeige 是所有愛美女孩化妝包中的必備品!!!😚
今年推出的限定組搭配插畫家WALNUT的可愛插畫，更是值得LUNASOL鐵粉們收藏呢✨

#LUNASOL #01BeigeBeige色號10週年 #LUNASOLxWALNUT",0
1,686520461516680_745182215650504,8,162,photo,686520461516680,2017-05-21T13:48:47+0000,"假期結束了，心還忘在遙遠的那邊。

#包帶上配開瓶器的貼心設計最適合野聚逍遙🍻
#北編愛喝但北編不說
#神包94狂
#TheNorthFace #AtHomeInWild",1
31,128163407194193_1491215274222326,38,5963,photo,128163407194193,2017-04-09T04:00:00+0000,"Original discovers tomorrow
原創 發掘未知

跨界倫敦街頭，盡顯風格碰撞火花。

更多新品訊息>>> http://www.adidasoriginals-lookbook.com.tw/
adidas 消費者服務專線：(02)2509-5900",34
39,353812734713953_1259137744181443,804,794,photo,353812734713953,2017-03-17T13:00:01+0000,"📢即日起~3/28，到7-11憑icash購買品客墨西哥玉米脆片享有✨買2送1✨優惠唷～

步步緊逼的緊張感…一不小心就愈疊愈高(´ﾟдﾟ`)
快來解救手殘的Mr.P！
★即日起-3/31 23:59【留言+分享】：
「哪種口味的品客方塊才能化險為夷？」
(A)洋蔥口味
(B)辣田園醬口味
(C)起司口味
就有機會獲得「墨西哥玉米脆片」一組 (起司、洋蔥與辣田園醬口味各一罐)
共抽出3位幸運得主！",760
0,281990891907579_1127148780725115,1,35,video_inline,281990891907579,2017-05-05T09:29:38+0000,"★富士馬上看：instax mini9 隆重上市

最新的富士馬上看相機mini9今天已經上市了，這一台承襲mini8的外型，卻又加強了自拍功能，是一台適合紀錄生活回憶的相機。

公定售價為台幣2,580元，歡迎各位朋友參考購買。",0
